1,day_raw,station,type,1001,1003,1005,1007,1009,1011,1013,1015,1017,1019,1021,1023,1025,1027,1029,1031,1033,1035,1037,1039,1041,1043,1045,1047,1049,1051,1053,1055,1057,1059,1061,1063,1065,1067,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087,1089,1091,1093,1095,1097,1099,1101,1103,1105,1107,1109,1111,1113,1115,1117,1119,1121,1123,1125,1127,1129,1131,1133,1135,1137,1139,1141,1143,1145,1147,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1227,1229,1231,1233,1235,1237,1239,1241,1243,1245,1247,1249,1251,1253,1255,1257,1259,1261,1263,1265,1267,1269,1271,1273,1275,1277,1279,1281,1283,1285,1287,1289,1291,1293,1295
1,평일(하),교대,도착,,5:48:25,6:01:55,6:13:55,6:24:55,6:34:55,6:44:55,6:53:55,7:02:55,7:10:55,7:17:55,7:23:55,7:29:55,7:35:55,7:40:55,7:45:55,7:50:55,7:55:55,8:00:55,8:05:55,8:10:55,8:15:55,8:20:55,8:25:55,8:30:55,8:35:55,8:40:55,8:45:55,8:50:55,8:55:55,9:00:55,9:05:55,9:10:55,9:15:55,9:20:55,9:26:55,9:33:55,9:40:55,9:48:55,9:56:55,10:04:55,10:12:55,10:20:55,10:28:55,10:36:55,10:44:55,10:52:55,11:00:55,11:08:55,11:16:55,11:24:55,11:32:55,11:40:55,11:48:55,11:56:55,12:04:55,12:12:55,12:20:55,12:28:55,12:36:55,12:44:55,12:52:55,13:00:55,13:08:55,13:16:55,13:24:55,13:32:55,13:40:55,13:48:55,13:56:55,14:04:55,14:12:55,14:20:55,14:28:55,14:36:55,14:44:55,14:52:55,15:00:55,15:08:55,15:16:55,15:24:55,15:32:55,15:40:55,15:48:55,15:56:55,16:04:55,16:12:55,16:20:55,16:28:55,16:36:55,16:44:55,16:52:55,17:00:55,17:08:55,17:15:55,17:21:55,17:27:55,17:32:55,17:37:55,17:42:55,17:47:55,17:52:55,17:57:55,18:02:55,18:07:55,18:12:55,18:17:55,18:22:55,18:27:55,18:32:55,18:37:55,18:42:55,18:48:55,18:55:55,19:02:55,19:10:55,19:18:55,19:26:55,19:34:55,19:42:55,19:50:55,19:58:55,20:06:55,20:14:55,20:22:55,20:30:55,20:38:55,20:46:55,20:54:55,21:02:55,21:10:55,21:18:55,21:26:55,21:34:55,21:42:55,21:50:55,21:58:55,22:06:55,22:14:55,22:22:55,22:30:55,22:38:55,22:47:55,22:56:55,23:06:55,23:16:55,23:27:55,23:39:05
1,평일(하),교대,출발,5:35:00,5:48:50,6:02:20,6:14:20,6:25:20,6:35:20,6:45:20,6:54:20,7:03:20,7:11:20,7:18:20,7:24:20,7:30:20,7:36:20,7:41:20,7:46:20,7:51:20,7:56:20,8:01:20,8:06:20,8:11:20,8:16:20,8:21:20,8:26:20,8:31:20,8:36:20,8:41:20,8:46:20,8:51:20,8:56:20,9:01:20,9:06:20,9:11:20,9:16:20,9:21:20,9:27:20,9:34:20,9:41:20,9:49:20,9:57:20,10:05:20,10:13:20,10:21:20,10:29:20,10:37:20,10:45:20,10:53:20,11:01:20,11:09:20,11:17:20,11:25:20,11:33:20,11:41:20,11:49:20,11:57:20,12:05:20,12:13:20,12:21:20,12:29:20,12:37:20,12:45:20,12:53:20,13:01:20,13:09:20,13:17:20,13:25:20,13:33:20,13:41:20,13:49:20,13:57:20,14:05:20,14:13:20,14:21:20,14:29:20,14:37:20,14:45:20,14:53:20,15:01:20,15:09:20,15:17:20,15:25:20,15:33:20,15:41:20,15:49:20,15:57:20,16:05:20,16:13:20,16:21:20,16:29:20,16:37:20,16:45:20,16:53:20,17:01:20,17:09:20,17:16:20,17:22:20,17:28:20,17:33:20,17:38:20,17:43:20,17:48:20,17:53:20,17:58:20,18:03:20,18:08:20,18:13:20,18:18:20,18:23:20,18:28:20,18:33:20,18:38:20,18:43:20,18:49:20,18:56:20,19:03:20,19:11:20,19:19:20,19:27:20,19:35:20,19:43:20,19:51:20,19:59:20,20:07:20,20:15:20,20:23:20,20:31:20,20:39:20,20:47:20,20:55:20,21:03:20,21:11:20,21:19:20,21:27:20,21:35:20,21:43:20,21:51:20,21:59:20,22:07:20,22:15:20,22:23:20,22:31:20,22:39:20,22:48:20,22:57:20,23:07:20,23:17:20,23:28:20,23:39:30
1,평일(하),명덕1,도착,5:36:10,5:50:00,6:03:30,6:15:30,6:26:30,6:36:30,6:46:30,6:55:30,7:04:30,7:12:30,7:19:30,7:25:30,7:31:30,7:37:30,7:42:30,7:47:30,7:52:30,7:57:30,8:02:30,8:07:30,8:12:30,8:17:30,8:22:30,8:27:30,8:32:30,8:37:30,8:42:30,8:47:30,8:52:30,8:57:30,9:02:30,9:07:30,9:12:30,9:17:30,9:22:30,9:28:30,9:35:30,9:42:30,9:50:30,9:58:30,10:06:30,10:14:30,10:22:30,10:30:30,10:38:30,10:46:30,10:54:30,11:02:30,11:10:30,11:18:30,11:26:30,11:34:30,11:42:30,11:50:30,11:58:30,12:06:30,12:14:30,12:22:30,12:30:30,12:38:30,12:46:30,12:54:30,13:02:30,13:10:30,13:18:30,13:26:30,13:34:30,13:42:30,13:50:30,13:58:30,14:06:30,14:14:30,14:22:30,14:30:30,14:38:30,14:46:30,14:54:30,15:02:30,15:10:30,15:18:30,15:26:30,15:34:30,15:42:30,15:50:30,15:58:30,16:06:30,16:14:30,16:22:30,16:30:30,16:38:30,16:46:30,16:54:30,17:02:30,17:10:30,17:17:30,17:23:30,17:29:30,17:34:30,17:39:30,17:44:30,17:49:30,17:54:30,17:59:30,18:04:30,18:09:30,18:14:30,18:19:30,18:24:30,18:29:30,18:34:30,18:39:30,18:44:30,18:50:30,18:57:30,19:04:30,19:12:30,19:20:30,19:28:30,19:36:30,19:44:30,19:52:30,20:00:30,20:08:30,20:16:30,20:24:30,20:32:30,20:40:30,20:48:30,20:56:30,21:04:30,21:12:30,21:20:30,21:28:30,21:36:30,21:44:30,21:52:30,22:00:30,22:08:30,22:16:30,22:24:30,22:32:30,22:40:30,22:49:30,22:58:30,23:08:30,23:18:30,23:29:30,23:40:40
1,평일(하),명덕1,출발,5:36:35,5:50:25,6:03:55,6:15:55,6:26:55,6:36:55,6:46:55,6:55:55,7:04:55,7:12:55,7:19:55,7:25:55,7:31:55,7:37:55,7:42:55,7:47:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:22:55,9:28:55,9:35:55,9:42:55,9:50:55,9:58:55,10:06:55,10:14:55,10:22:55,10:30:55,10:38:55,10:46:55,10:54:55,11:02:55,11:10:55,11:18:55,11:26:55,11:34:55,11:42:55,11:50:55,11:58:55,12:06:55,12:14:55,12:22:55,12:30:55,12:38:55,12:46:55,12:54:55,13:02:55,13:10:55,13:18:55,13:26:55,13:34:55,13:42:55,13:50:55,13:58:55,14:06:55,14:14:55,14:22:55,14:30:55,14:38:55,14:46:55,14:54:55,15:02:55,15:10:55,15:18:55,15:26:55,15:34:55,15:42:55,15:50:55,15:58:55,16:06:55,16:14:55,16:22:55,16:30:55,16:38:55,16:46:55,16:54:55,17:02:55,17:10:55,17:17:55,17:23:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:44:55,18:50:55,18:57:55,19:04:55,19:12:55,19:20:55,19:28:55,19:36:55,19:44:55,19:52:55,20:00:55,20:08:55,20:16:55,20:24:55,20:32:55,20:40:55,20:48:55,20:56:55,21:04:55,21:12:55,21:20:55,21:28:55,21:36:55,21:44:55,21:52:55,22:00:55,22:08:55,22:16:55,22:24:55,22:32:55,22:40:55,22:49:55,22:58:55,23:08:55,23:18:55,23:29:55,23:41:05
1,평일(하),반월당1,도착,5:37:45,5:51:35,6:05:05,6:17:05,6:28:05,6:38:05,6:48:05,6:57:05,7:06:05,7:14:05,7:21:05,7:27:05,7:33:05,7:39:05,7:44:05,7:49:05,7:54:05,7:59:05,8:04:05,8:09:05,8:14:05,8:19:05,8:24:05,8:29:05,8:34:05,8:39:05,8:44:05,8:49:05,8:54:05,8:59:05,9:04:05,9:09:05,9:14:05,9:19:05,9:24:05,9:30:05,9:37:05,9:44:05,9:52:05,10:00:05,10:08:05,10:16:05,10:24:05,10:32:05,10:40:05,10:48:05,10:56:05,11:04:05,11:12:05,11:20:05,11:28:05,11:36:05,11:44:05,11:52:05,12:00:05,12:08:05,12:16:05,12:24:05,12:32:05,12:40:05,12:48:05,12:56:05,13:04:05,13:12:05,13:20:05,13:28:05,13:36:05,13:44:05,13:52:05,14:00:05,14:08:05,14:16:05,14:24:05,14:32:05,14:40:05,14:48:05,14:56:05,15:04:05,15:12:05,15:20:05,15:28:05,15:36:05,15:44:05,15:52:05,16:00:05,16:08:05,16:16:05,16:24:05,16:32:05,16:40:05,16:48:05,16:56:05,17:04:05,17:12:05,17:19:05,17:25:05,17:31:05,17:36:05,17:41:05,17:46:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:36:05,18:41:05,18:46:05,18:52:05,18:59:05,19:06:05,19:14:05,19:22:05,19:30:05,19:38:05,19:46:05,19:54:05,20:02:05,20:10:05,20:18:05,20:26:05,20:34:05,20:42:05,20:50:05,20:58:05,21:06:05,21:14:05,21:22:05,21:30:05,21:38:05,21:46:05,21:54:05,22:02:05,22:10:05,22:18:05,22:26:05,22:34:05,22:42:05,22:51:05,23:00:05,23:10:05,23:20:05,23:31:05,23:42:15
1,평일(하),반월당1,출발,5:38:10,5:52:00,6:05:30,6:17:30,6:28:30,6:38:30,6:48:30,6:57:30,7:06:30,7:14:30,7:21:30,7:27:30,7:33:30,7:39:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:30:30,9:37:30,9:44:30,9:52:30,10:00:30,10:08:30,10:16:30,10:24:30,10:32:30,10:40:30,10:48:30,10:56:30,11:04:30,11:12:30,11:20:30,11:28:30,11:36:30,11:44:30,11:52:30,12:00:30,12:08:30,12:16:30,12:24:30,12:32:30,12:40:30,12:48:30,12:56:30,13:04:30,13:12:30,13:20:30,13:28:30,13:36:30,13:44:30,13:52:30,14:00:30,14:08:30,14:16:30,14:24:30,14:32:30,14:40:30,14:48:30,14:56:30,15:04:30,15:12:30,15:20:30,15:28:30,15:36:30,15:44:30,15:52:30,16:00:30,16:08:30,16:16:30,16:24:30,16:32:30,16:40:30,16:48:30,16:56:30,17:04:30,17:12:30,17:19:30,17:25:30,17:31:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:52:30,18:59:30,19:06:30,19:14:30,19:22:30,19:30:30,19:38:30,19:46:30,19:54:30,20:02:30,20:10:30,20:18:30,20:26:30,20:34:30,20:42:30,20:50:30,20:58:30,21:06:30,21:14:30,21:22:30,21:30:30,21:38:30,21:46:30,21:54:30,22:02:30,22:10:30,22:18:30,22:26:30,22:34:30,22:42:30,22:51:30,23:00:30,23:10:30,23:20:30,23:31:30,23:42:40
1,평일(하),중앙로,도착,5:39:20,5:53:10,6:06:40,6:18:40,6:29:40,6:39:40,6:49:40,6:58:40,7:07:40,7:15:40,7:22:40,7:28:40,7:34:40,7:40:40,7:45:40,7:50:40,7:55:40,8:00:40,8:05:40,8:10:40,8:15:40,8:20:40,8:25:40,8:30:40,8:35:40,8:40:40,8:45:40,8:50:40,8:55:40,9:00:40,9:05:40,9:10:40,9:15:40,9:20:40,9:25:40,9:31:40,9:38:40,9:45:40,9:53:40,10:01:40,10:09:40,10:17:40,10:25:40,10:33:40,10:41:40,10:49:40,10:57:40,11:05:40,11:13:40,11:21:40,11:29:40,11:37:40,11:45:40,11:53:40,12:01:40,12:09:40,12:17:40,12:25:40,12:33:40,12:41:40,12:49:40,12:57:40,13:05:40,13:13:40,13:21:40,13:29:40,13:37:40,13:45:40,13:53:40,14:01:40,14:09:40,14:17:40,14:25:40,14:33:40,14:41:40,14:49:40,14:57:40,15:05:40,15:13:40,15:21:40,15:29:40,15:37:40,15:45:40,15:53:40,16:01:40,16:09:40,16:17:40,16:25:40,16:33:40,16:41:40,16:49:40,16:57:40,17:05:40,17:13:40,17:20:40,17:26:40,17:32:40,17:37:40,17:42:40,17:47:40,17:52:40,17:57:40,18:02:40,18:07:40,18:12:40,18:17:40,18:22:40,18:27:40,18:32:40,18:37:40,18:42:40,18:47:40,18:53:40,19:00:40,19:07:40,19:15:40,19:23:40,19:31:40,19:39:40,19:47:40,19:55:40,20:03:40,20:11:40,20:19:40,20:27:40,20:35:40,20:43:40,20:51:40,20:59:40,21:07:40,21:15:40,21:23:40,21:31:40,21:39:40,21:47:40,21:55:40,22:03:40,22:11:40,22:19:40,22:27:40,22:35:40,22:43:40,22:52:40,23:01:40,23:11:40,23:21:40,23:32:40,23:43:50
1,평일(하),중앙로,출발,5:39:45,5:53:35,6:07:05,6:19:05,6:30:05,6:40:05,6:50:05,6:59:05,7:08:05,7:16:05,7:23:05,7:29:05,7:35:05,7:41:05,7:46:05,7:51:05,7:56:05,8:01:05,8:06:05,8:11:05,8:16:05,8:21:05,8:26:05,8:31:05,8:36:05,8:41:05,8:46:05,8:51:05,8:56:05,9:01:05,9:06:05,9:11:05,9:16:05,9:21:05,9:26:05,9:32:05,9:39:05,9:46:05,9:54:05,10:02:05,10:10:05,10:18:05,10:26:05,10:34:05,10:42:05,10:50:05,10:58:05,11:06:05,11:14:05,11:22:05,11:30:05,11:38:05,11:46:05,11:54:05,12:02:05,12:10:05,12:18:05,12:26:05,12:34:05,12:42:05,12:50:05,12:58:05,13:06:05,13:14:05,13:22:05,13:30:05,13:38:05,13:46:05,13:54:05,14:02:05,14:10:05,14:18:05,14:26:05,14:34:05,14:42:05,14:50:05,14:58:05,15:06:05,15:14:05,15:22:05,15:30:05,15:38:05,15:46:05,15:54:05,16:02:05,16:10:05,16:18:05,16:26:05,16:34:05,16:42:05,16:50:05,16:58:05,17:06:05,17:14:05,17:21:05,17:27:05,17:33:05,17:38:05,17:43:05,17:48:05,17:53:05,17:58:05,18:03:05,18:08:05,18:13:05,18:18:05,18:23:05,18:28:05,18:33:05,18:38:05,18:43:05,18:48:05,18:54:05,19:01:05,19:08:05,19:16:05,19:24:05,19:32:05,19:40:05,19:48:05,19:56:05,20:04:05,20:12:05,20:20:05,20:28:05,20:36:05,20:44:05,20:52:05,21:00:05,21:08:05,21:16:05,21:24:05,21:32:05,21:40:05,21:48:05,21:56:05,22:04:05,22:12:05,22:20:05,22:28:05,22:36:05,22:44:05,22:53:05,23:02:05,23:12:05,23:22:05,23:33:05,23:44:15
1,평일(하),대구역,도착,5:41:05,5:54:55,6:08:25,6:20:25,6:31:25,6:41:25,6:51:25,7:00:25,7:09:25,7:17:25,7:24:25,7:30:25,7:36:25,7:42:25,7:47:25,7:52:25,7:57:25,8:02:25,8:07:25,8:12:25,8:17:25,8:22:25,8:27:25,8:32:25,8:37:25,8:42:25,8:47:25,8:52:25,8:57:25,9:02:25,9:07:25,9:12:25,9:17:25,9:22:25,9:27:25,9:33:25,9:40:25,9:47:25,9:55:25,10:03:25,10:11:25,10:19:25,10:27:25,10:35:25,10:43:25,10:51:25,10:59:25,11:07:25,11:15:25,11:23:25,11:31:25,11:39:25,11:47:25,11:55:25,12:03:25,12:11:25,12:19:25,12:27:25,12:35:25,12:43:25,12:51:25,12:59:25,13:07:25,13:15:25,13:23:25,13:31:25,13:39:25,13:47:25,13:55:25,14:03:25,14:11:25,14:19:25,14:27:25,14:35:25,14:43:25,14:51:25,14:59:25,15:07:25,15:15:25,15:23:25,15:31:25,15:39:25,15:47:25,15:55:25,16:03:25,16:11:25,16:19:25,16:27:25,16:35:25,16:43:25,16:51:25,16:59:25,17:07:25,17:15:25,17:22:25,17:28:25,17:34:25,17:39:25,17:44:25,17:49:25,17:54:25,17:59:25,18:04:25,18:09:25,18:14:25,18:19:25,18:24:25,18:29:25,18:34:25,18:39:25,18:44:25,18:49:25,18:55:25,19:02:25,19:09:25,19:17:25,19:25:25,19:33:25,19:41:25,19:49:25,19:57:25,20:05:25,20:13:25,20:21:25,20:29:25,20:37:25,20:45:25,20:53:25,21:01:25,21:09:25,21:17:25,21:25:25,21:33:25,21:41:25,21:49:25,21:57:25,22:05:25,22:13:25,22:21:25,22:29:25,22:37:25,22:45:25,22:54:25,23:03:25,23:13:25,23:23:25,23:34:25,23:45:35
1,평일(하),대구역,출발,5:41:30,5:55:20,6:08:50,6:20:50,6:31:50,6:41:50,6:51:50,7:00:50,7:09:50,7:17:50,7:24:50,7:30:50,7:36:50,7:42:50,7:47:50,7:52:50,7:57:50,8:02:50,8:07:50,8:12:50,8:17:50,8:22:50,8:27:50,8:32:50,8:37:50,8:42:50,8:47:50,8:52:50,8:57:50,9:02:50,9:07:50,9:12:50,9:17:50,9:22:50,9:27:50,9:33:50,9:40:50,9:47:50,9:55:50,10:03:50,10:11:50,10:19:50,10:27:50,10:35:50,10:43:50,10:51:50,10:59:50,11:07:50,11:15:50,11:23:50,11:31:50,11:39:50,11:47:50,11:55:50,12:03:50,12:11:50,12:19:50,12:27:50,12:35:50,12:43:50,12:51:50,12:59:50,13:07:50,13:15:50,13:23:50,13:31:50,13:39:50,13:47:50,13:55:50,14:03:50,14:11:50,14:19:50,14:27:50,14:35:50,14:43:50,14:51:50,14:59:50,15:07:50,15:15:50,15:23:50,15:31:50,15:39:50,15:47:50,15:55:50,16:03:50,16:11:50,16:19:50,16:27:50,16:35:50,16:43:50,16:51:50,16:59:50,17:07:50,17:15:50,17:22:50,17:28:50,17:34:50,17:39:50,17:44:50,17:49:50,17:54:50,17:59:50,18:04:50,18:09:50,18:14:50,18:19:50,18:24:50,18:29:50,18:34:50,18:39:50,18:44:50,18:49:50,18:55:50,19:02:50,19:09:50,19:17:50,19:25:50,19:33:50,19:41:50,19:49:50,19:57:50,20:05:50,20:13:50,20:21:50,20:29:50,20:37:50,20:45:50,20:53:50,21:01:50,21:09:50,21:17:50,21:25:50,21:33:50,21:41:50,21:49:50,21:57:50,22:05:50,22:13:50,22:21:50,22:29:50,22:37:50,22:45:50,22:54:50,23:03:50,23:13:50,23:23:50,23:34:50,23:46:00
1,평일(하),칠성시장,도착,5:42:45,5:56:35,6:10:05,6:22:05,6:33:05,6:43:05,6:53:05,7:02:05,7:11:05,7:19:05,7:26:05,7:32:05,7:38:05,7:44:05,7:49:05,7:54:05,7:59:05,8:04:05,8:09:05,8:14:05,8:19:05,8:24:05,8:29:05,8:34:05,8:39:05,8:44:05,8:49:05,8:54:05,8:59:05,9:04:05,9:09:05,9:14:05,9:19:05,9:24:05,9:29:05,9:35:05,9:42:05,9:49:05,9:57:05,10:05:05,10:13:05,10:21:05,10:29:05,10:37:05,10:45:05,10:53:05,11:01:05,11:09:05,11:17:05,11:25:05,11:33:05,11:41:05,11:49:05,11:57:05,12:05:05,12:13:05,12:21:05,12:29:05,12:37:05,12:45:05,12:53:05,13:01:05,13:09:05,13:17:05,13:25:05,13:33:05,13:41:05,13:49:05,13:57:05,14:05:05,14:13:05,14:21:05,14:29:05,14:37:05,14:45:05,14:53:05,15:01:05,15:09:05,15:17:05,15:25:05,15:33:05,15:41:05,15:49:05,15:57:05,16:05:05,16:13:05,16:21:05,16:29:05,16:37:05,16:45:05,16:53:05,17:01:05,17:09:05,17:17:05,17:24:05,17:30:05,17:36:05,17:41:05,17:46:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:36:05,18:41:05,18:46:05,18:51:05,18:57:05,19:04:05,19:11:05,19:19:05,19:27:05,19:35:05,19:43:05,19:51:05,19:59:05,20:07:05,20:15:05,20:23:05,20:31:05,20:39:05,20:47:05,20:55:05,21:03:05,21:11:05,21:19:05,21:27:05,21:35:05,21:43:05,21:51:05,21:59:05,22:07:05,22:15:05,22:23:05,22:31:05,22:39:05,22:47:05,22:56:05,23:05:05,23:15:05,23:25:05,23:36:05,23:47:15
1,평일(하),칠성시장,출발,5:43:10,5:57:00,6:10:30,6:22:30,6:33:30,6:43:30,6:53:30,7:02:30,7:11:30,7:19:30,7:26:30,7:32:30,7:38:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:29:30,9:35:30,9:42:30,9:49:30,9:57:30,10:05:30,10:13:30,10:21:30,10:29:30,10:37:30,10:45:30,10:53:30,11:01:30,11:09:30,11:17:30,11:25:30,11:33:30,11:41:30,11:49:30,11:57:30,12:05:30,12:13:30,12:21:30,12:29:30,12:37:30,12:45:30,12:53:30,13:01:30,13:09:30,13:17:30,13:25:30,13:33:30,13:41:30,13:49:30,13:57:30,14:05:30,14:13:30,14:21:30,14:29:30,14:37:30,14:45:30,14:53:30,15:01:30,15:09:30,15:17:30,15:25:30,15:33:30,15:41:30,15:49:30,15:57:30,16:05:30,16:13:30,16:21:30,16:29:30,16:37:30,16:45:30,16:53:30,17:01:30,17:09:30,17:17:30,17:24:30,17:30:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:51:30,18:57:30,19:04:30,19:11:30,19:19:30,19:27:30,19:35:30,19:43:30,19:51:30,19:59:30,20:07:30,20:15:30,20:23:30,20:31:30,20:39:30,20:47:30,20:55:30,21:03:30,21:11:30,21:19:30,21:27:30,21:35:30,21:43:30,21:51:30,21:59:30,22:07:30,22:15:30,22:23:30,22:31:30,22:39:30,22:47:30,22:56:30,23:05:30,23:15:30,23:25:30,23:36:30,23:47:40
1,평일(하),신천,도착,5:44:45,5:58:35,6:12:05,6:24:05,6:35:05,6:45:05,6:55:05,7:04:05,7:13:05,7:21:05,7:28:05,7:34:05,7:40:05,7:46:05,7:51:05,7:56:05,8:01:05,8:06:05,8:11:05,8:16:05,8:21:05,8:26:05,8:31:05,8:36:05,8:41:05,8:46:05,8:51:05,8:56:05,9:01:05,9:06:05,9:11:05,9:16:05,9:21:05,9:26:05,9:31:05,9:37:05,9:44:05,9:51:05,9:59:05,10:07:05,10:15:05,10:23:05,10:31:05,10:39:05,10:47:05,10:55:05,11:03:05,11:11:05,11:19:05,11:27:05,11:35:05,11:43:05,11:51:05,11:59:05,12:07:05,12:15:05,12:23:05,12:31:05,12:39:05,12:47:05,12:55:05,13:03:05,13:11:05,13:19:05,13:27:05,13:35:05,13:43:05,13:51:05,13:59:05,14:07:05,14:15:05,14:23:05,14:31:05,14:39:05,14:47:05,14:55:05,15:03:05,15:11:05,15:19:05,15:27:05,15:35:05,15:43:05,15:51:05,15:59:05,16:07:05,16:15:05,16:23:05,16:31:05,16:39:05,16:47:05,16:55:05,17:03:05,17:11:05,17:19:05,17:26:05,17:32:05,17:38:05,17:43:05,17:48:05,17:53:05,17:58:05,18:03:05,18:08:05,18:13:05,18:18:05,18:23:05,18:28:05,18:33:05,18:38:05,18:43:05,18:48:05,18:53:05,18:59:05,19:06:05,19:13:05,19:21:05,19:29:05,19:37:05,19:45:05,19:53:05,20:01:05,20:09:05,20:17:05,20:25:05,20:33:05,20:41:05,20:49:05,20:57:05,21:05:05,21:13:05,21:21:05,21:29:05,21:37:05,21:45:05,21:53:05,22:01:05,22:09:05,22:17:05,22:25:05,22:33:05,22:41:05,22:49:05,22:58:05,23:07:05,23:17:05,23:27:05,23:38:05,23:49:15
